player_name,team_name,league,nationality,position,alt_position,ovr,team_id
R?zvan Marin,Cagliari,Serie A Enilive,Romania,CM,['CDM'],75,91
Toni Martínez,D. Alavés,LALIGA EA SPORTS,Spain,ST,,75,88
Josep Martínez,Inter,Serie A Enilive,Spain,GK,,75,7
Omar Mascarell,RCD Mallorca,LALIGA EA SPORTS,Spain,CM,"['CDM', 'CB']",75,41
Alexandru Maxim,Gaziantep,Trendyol Süper Lig,Romania,CAM,"['CM', 'LM']",75,116
Nampalys Mendy,RC Lens,Ligue 1 McDonald's,Senegal,CDM,['CM'],75,45
Junior Messias,Genoa,Serie A Enilive,Brazil,RM,"['RW', 'CM']",75,93
Alexander Meyer,Borussia Dortmund,Bundesliga,Germany,GK,,75,11
James Milner,Brighton,Premier League,England,CM,"['RB', 'LB']",75,55
Mingueza,RC Celta,LALIGA EA SPORTS,Spain,RB,"['CB', 'RM']",75,25
Mostafa Mohamed,FC Nantes,Ligue 1 McDonald's,Egypt,ST,,75,98
Nikola Moro,Bologna,Serie A Enilive,Croatia,CDM,['CM'],75,52
Kevin Müller,Heidenheim,Bundesliga,Germany,GK,,75,104
Rodrigo Muniz,Fulham,Premier League,Brazil,ST,,75,44
Arijanet Muri?,Ipswich,Premier League,Kosovo,GK,,75,95
Yunus Musah,AC Milan,Serie A Enilive,United States,CM,"['CDM', 'RM']",75,14
Amath Ndiaye,R. Valladolid CF,LALIGA EA SPORTS,Senegal,LM,"['ST', 'RM', 'LW']",75,92
Iliman Ndiaye,Everton,Premier League,Senegal,ST,,75,33
Dan Ndoye,Bologna,Serie A Enilive,Switzerland,RM,"['LM', 'RW']",75,52
Reiss Nelson,Fulham,Premier League,England,RW,"['LW', 'RM']",75,44
Jota,Stade Rennais FC,Ligue 1 McDonald's,Portugal,LM,"['LW', 'RW']",75,86
Bart Nieuwkoop,Feyenoord,Eredivisie,Holland,RM,"['LM', 'RB', 'RW']",75,54
Tijjani Noslin,Lazio,Serie A Enilive,Holland,ST,"['RW', 'LW']",75,34
Jake O'Brien,Everton,Premier League,Republic of Ireland,CB,,75,33
Warmed Omari,OL,Ligue 1 McDonald's,France,CB,,75,43
Be?ir Omeragi?,Montpellier,Ligue 1 McDonald's,Switzerland,CB,['CDM'],75,71
Jayden Oosterwolde,Fenerbahçe,Trendyol Süper Lig,Holland,LB,['CB'],75,30
Aimar Oroz,CA Osasuna,LALIGA EA SPORTS,Spain,CM,['CAM'],75,75
Luca Pellegrini,Lazio,Serie A Enilive,Italy,LB,['LM'],75,34
Rubén Peña,CA Osasuna,LALIGA EA SPORTS,Spain,RB,"['RM', 'LB']",75,75
David Costa,RC Lens,Ligue 1 McDonald's,Portugal,CAM,['LW'],75,45
Mathias Pereira Lage,Stade Brestois 29,Ligue 1 McDonald's,Portugal,LW,['LM'],75,74
Nehuén Pérez,FC Porto,Liga Portugal,Argentina,CB,,75,27
Jaden Philogene,Aston Villa,Premier League,England,LM,"['RM', 'LW']",75,17
Diogo Leite,Union Berlin,Bundesliga,Portugal,CB,,75,82
Joel Pohjanpalo,Venezia,Serie A Enilive,Finland,ST,,75,117
Marin Pongra?i?,Fiorentina,Serie A Enilive,Croatia,CB,,75,67
Jarell Quansah,Liverpool,Premier League,England,CB,,75,6
Sandro,UD Las Palmas,LALIGA EA SPORTS,Spain,ST,['LM'],75,61
Milot Rashica,Beþiktaþ,Trendyol Süper Lig,Kosovo,RM,"['LM', 'RW']",75,31
Harrison Reed,Fulham,Premier League,England,CDM,['CM'],75,44
Giovanni Reyna,Borussia Dortmund,Bundesliga,United States,RM,"['CAM', 'LM', 'RW']",75,11
Luis Rioja,Valencia CF,LALIGA EA SPORTS,Spain,LM,"['RM', 'LW']",75,22
Joel Robles,Estoril Praia,Liga Portugal,Spain,GK,,75,118
Paulo Oliveira,SC Braga,Liga Portugal,Portugal,CB,,75,48
Morgan Rogers,Aston Villa,Premier League,England,LM,"['CAM', 'LW']",75,17
Merlin Röhl,SC Freiburg,Bundesliga,Germany,CM,['CAM'],75,42
Benjamín Rollheiser,SL Benfica,Liga Portugal,Argentina,CAM,['RM'],75,29
Pablo Rosario,OGC Nice,Ligue 1 McDonald's,Holland,CDM,"['CM', 'CB']",75,63
Anthony Rouault,VfB Stuttgart,Bundesliga,France,CB,,75,60
Georginio Rutter,Brighton,Premier League,France,CAM,['ST'],75,55
Wesley Saïd,RC Lens,Ligue 1 McDonald's,France,ST,,75,45
Lazar Samard?i?,Atalanta,Serie A Enilive,Serbia,CM,"['CDM', 'CAM']",75,40
Albert Sambi Lokonga,Sevilla FC,LALIGA EA SPORTS,Belgium,CM,['CDM'],75,66
Zaidu Sanusi,FC Porto,Liga Portugal,Nigeria,LB,,75,27
Yusuf Sarý,Adana Demirspor,Trendyol Süper Lig,Turkey,RM,['RW'],75,119
Martín Satriano,RC Lens,Ligue 1 McDonald's,Uruguay,ST,,75,45
Keven Schlotterbeck,FC Augsburg,Bundesliga,Germany,CB,,75,101
Romano Schmid,SV Werder Bremen,Bundesliga,Austria,CAM,"['CM', 'ST']",75,90
Bruno Varela,Vitória SC,Liga Portugal,Cape Verde Islands,GK,,75,103
Vincent Sierro,Toulouse FC,Ligue 1 McDonald's,Switzerland,CM,"['CDM', 'CAM']",75,89
Douglas Augusto,FC Nantes,Ligue 1 McDonald's,Brazil,CM,['CDM'],75,98
Ramón Sosa,Nott'm Forest,Premier League,Paraguay,LM,"['RM', 'LW']",75,77
Borna Sosa,Torino,Serie A Enilive,Croatia,LB,,75,37
Boubakary Soumaré,Leicester City,Premier League,France,CDM,['CM'],75,85
Jens Stage,SV Werder Bremen,Bundesliga,Denmark,CM,['CDM'],75,90
Jason Steele,Brighton,Premier League,England,GK,,75,55
Sem Steijn,FC Twente,Eredivisie,Holland,CAM,['CM'],75,72
Denis Suárez,Villarreal CF,LALIGA EA SPORTS,Spain,CM,"['LM', 'RW']",75,32
Jonas Svensson,Beþiktaþ,Trendyol Süper Lig,Norway,RB,,75,31
Mile Svilar,AS Roma,Serie A Enilive,Serbia,GK,,75,13
Sammie Szmodics,Ipswich,Premier League,Republic of Ireland,CAM,['ST'],75,95
Terrats,Villarreal CF,LALIGA EA SPORTS,Spain,CM,['CDM'],75,32
Adrien Thomasson,RC Lens,Ligue 1 McDonald's,France,CAM,"['CM', 'RW']",75,45
Guus Til,PSV,Eredivisie,Holland,CAM,['CM'],75,50
Hamed Traorè,AJ Auxerre,Ligue 1 McDonald's,Côte d'Ivoire,CAM,"['CM', 'LW']",75,120
Adama Traoré,Fulham,Premier League,Spain,RM,['RW'],75,44
Christopher Trimmel,Union Berlin,Bundesliga,Austria,RB,['RM'],75,82
Felix Uduokhai,Beþiktaþ,Trendyol Süper Lig,Germany,CB,,75,31
Aurélio Buta,Stade de Reims,Ligue 1 McDonald's,Portugal,RM,"['RB', 'RW']",75,87
Samuel Umtiti,LOSC Lille,Ligue 1 McDonald's,France,CB,,75,49
Josha Vagnoman,VfB Stuttgart,Bundesliga,Germany,RB,['RM'],75,60
Donny van de Beek,Girona FC,LALIGA EA SPORTS,Holland,CM,"['CAM', 'CDM']",75,36
Maarten Vandevoordt,RB Leipzig,Bundesliga,Belgium,GK,,75,23
Ruben Vargas,FC Augsburg,Bundesliga,Switzerland,LM,"['CAM', 'RM', 'LW']",75,101
Alejo Veliz,RCD Espanyol,LALIGA EA SPORTS,Argentina,ST,,75,96
Simone Verdi,Como,Serie A Enilive,Italy,CAM,['ST'],75,47
Nacho Vidal,CA Osasuna,LALIGA EA SPORTS,Spain,RB,,75,75
Kevin Vogt,Union Berlin,Bundesliga,Germany,CB,,75,82
Aster Vranckx,VfL Wolfsburg,Bundesliga,Belgium,CM,['CDM'],75,62
Harry Wilson,Fulham,Premier League,Wales,RM,['RW'],75,44
Ryan Yates,Nott'm Forest,Premier League,England,CDM,['CM'],75,77
Bryan Zaragoza,CA Osasuna,LALIGA EA SPORTS,Spain,RM,"['LM', 'CAM', 'RW']",75,75
Robin Zentner,1. FSV Mainz 05,Bundesliga,Germany,GK,,75,83
Ramiz Zerrouki,Feyenoord,Eredivisie,Algeria,CDM,['CM'],75,54
Akor Jerome Adams,Montpellier,Ligue 1 McDonald's,Nigeria,ST,,74,71
Ludovic Ajorque,Stade Brestois 29,Ligue 1 McDonald's,France,ST,,74,74
Akieme,Stade de Reims,Ligue 1 McDonald's,Spain,LB,,74,87
Kevin Akpoguma,TSG Hoffenheim,Bundesliga,Nigeria,CB,['RB'],74,39
Samú Costa,RCD Mallorca,LALIGA EA SPORTS,Portugal,CDM,['CM'],74,41
Vinícius,Fulham,Premier League,Brazil,ST,,74,44
Tiago Gouveia,SL Benfica,Liga Portugal,Portugal,RM,"['RW', 'LM']",74,29
Julian Araujo,AFC Bournemouth,Premier League,Mexico,RB,,74,64
Takuma Asano,RCD Mallorca,LALIGA EA SPORTS,Japan,RM,"['ST', 'RW']",74,41
Lorenz Assignon,Stade Rennais FC,Ligue 1 McDonald's,France,RB,,74,86
Ousseynou Ba,Baþakþehir,Trendyol Süper Lig,Senegal,CB,['LB'],74,99
Vasilios Barkas,FC Utrecht,Eredivisie,Greece,GK,,74,121
Toma Baši?,Lazio,Serie A Enilive,Croatia,CM,['CDM'],74,34
Jan Bednarek,Southampton,Premier League,Poland,CB,,74,57
Armel Bella Kotchap,Southampton,Premier League,Germany,CB,,74,57
László Bénes,Union Berlin,Bundesliga,Slovakia,CM,['CAM'],74,82
Samuele Birindelli,Monza,Serie A Enilive,Italy,RB,['RM'],74,80
Antonio Blanco,D. Alavés,LALIGA EA SPORTS,Spain,CDM,['CM'],74,88
Rubén Blanco,OM,Ligue 1 McDonald's,Spain,GK,,74,69
Sebastiaan Bornauw,VfL Wolfsburg,Bundesliga,Belgium,CB,,74,62
Edoardo Bove,Fiorentina,Serie A Enilive,Italy,CM,,74,67
David Brooks,AFC Bournemouth,Premier League,Wales,RM,['RW'],74,64
Tajon Buchanan,Inter,Serie A Enilive,Canada,RM,"['RB', 'RW']",74,7
Juan David Cabal,Juventus,Serie A Enilive,Colombia,LB,['CB'],74,18
Leandro Cabrera,RCD Espanyol,LALIGA EA SPORTS,Uruguay,CB,['LB'],74,96
Anthony Caci,1. FSV Mainz 05,Bundesliga,France,LB,"['RB', 'CB']",74,83
Nicolò Cambiaghi,Bologna,Serie A Enilive,Italy,LW,"['ST', 'LM']",74,52
Elia Caprile,SSC Napoli,Serie A Enilive,Italy,GK,,74,20
Dani Cárdenas,Rayo Vallecano,LALIGA EA SPORTS,Spain,GK,,74,56
Fábio Carvalho,Brentford,Premier League,Portugal,CAM,"['CM', 'ST']",74,70
Vitor Carvalho,SC Braga,Liga Portugal,Brazil,CDM,['CM'],74,48
Muhammed Cham,Trabzonspor,Trendyol Süper Lig,Austria,CAM,['RM'],74,58
Walid Cheddira,RCD Espanyol,LALIGA EA SPORTS,Morocco,ST,,74,96
Mohamed-Ali Cho,OGC Nice,Ligue 1 McDonald's,France,RW,"['ST', 'RM']",74,63
Pathé Ciss,Rayo Vallecano,LALIGA EA SPORTS,Senegal,CDM,['CM'],74,56
Nathaniel Clyne,Crystal Palace,Premier League,England,RB,['CB'],74,51
Conor Coady,Leicester City,Premier League,England,CB,,74,85
Séamus Coleman,Everton,Premier League,Republic of Ireland,RB,,74,33
Tomás Conechny,D. Alavés,LALIGA EA SPORTS,Argentina,LW,"['LM', 'ST']",74,88
Joaquín Correa,Inter,Serie A Enilive,Argentina,ST,['LM'],74,7
Logan Costa,Villarreal CF,LALIGA EA SPORTS,Cape Verde Islands,CB,,74,32
Lassana Coulibaly,Lecce,Serie A Enilive,Mali,CDM,['CM'],74,65
Alessio Cragno,Monza,Serie A Enilive,Italy,GK,,74,80
Aaron Cresswell,West Ham,Premier League,England,LB,['CB'],74,35
Jorge Cuenca,Fulham,Premier League,Spain,CB,['LB'],74,44
Patrick Cutrone,Como,Serie A Enilive,Italy,ST,['CAM'],74,47
Lucas Da Cunha,Como,Serie A Enilive,France,LM,"['RM', 'CAM', 'LW']",74,47
Finn Dahmen,FC Augsburg,Bundesliga,Germany,GK,,74,101
Patson Daka,Leicester City,Premier League,Zambia,ST,,74,85
Flavius Daniliuc,Hellas Verona,Serie A Enilive,Austria,CB,['RB'],74,94
Mohamed Daramy,Stade de Reims,Ligue 1 McDonald's,Denmark,LM,"['ST', 'LW']",74,87
Maracás,Moreirense FC,Liga Portugal,Brazil,CB,,74,122
Natan,Real Betis,LALIGA EA SPORTS,Brazil,CB,,74,38
Dani de Wit,VfL Bochum 1848,Bundesliga,Holland,CAM,['CM'],74,107
Stefano Denswil,Trabzonspor,Trendyol Süper Lig,Suriname,CB,['LB'],74,58
Andy Diouf,RC Lens,Ligue 1 McDonald's,France,CM,['CDM'],74,45
Alberto Dossena,Como,Serie A Enilive,Italy,CB,,74,47
Tasos Douvikas,RC Celta,LALIGA EA SPORTS,Greece,ST,,74,25
Tommy Doyle,Wolves,Premier League,England,CM,['CDM'],74,73
Ondrej Duda,Hellas Verona,Serie A Enilive,Slovakia,CM,"['CDM', 'CAM']",74,94
Alfred Duncan,Venezia,Serie A Enilive,Ghana,CM,['CDM'],74,117
Maxime Dupé,OGC Nice,Ligue 1 McDonald's,France,GK,,74,63
Jhon Durán,Aston Villa,Premier League,Colombia,ST,,74,17
Tyronne Ebuehi,Empoli,Serie A Enilive,Nigeria,RB,,74,100
Mateus Fernandes,Southampton,Premier League,Portugal,CM,"['CAM', 'LW']",74,57
Jonny Evans,Man Utd,Premier League,Northern Ireland,CB,,74,15
Edu Expósito,RCD Espanyol,LALIGA EA SPORTS,Spain,CM,"['CDM', 'CAM']",74,96
Abdessamad Ezzalzouli,Real Betis,LALIGA EA SPORTS,Morocco,LM,"['RM', 'LW']",74,38
Peque,Sevilla FC,LALIGA EA SPORTS,Spain,CAM,,74,66
Evan Ferguson,Brighton,Premier League,Republic of Ireland,ST,,74,55
Dimitri Foulquier,Valencia CF,LALIGA EA SPORTS,France,RB,,74,22
Roberto Gagliardini,Monza,Serie A Enilive,Italy,CDM,['CM'],74,80
Antonino Gallo,Lecce,Serie A Enilive,Italy,LB,,74,65
Raúl García,CA Osasuna,LALIGA EA SPORTS,Spain,ST,,74,75
Unai García,CA Osasuna,LALIGA EA SPORTS,Spain,CB,,74,75
Kike García,D. Alavés,LALIGA EA SPORTS,Spain,ST,,74,88
Dennis Geiger,TSG Hoffenheim,Bundesliga,Germany,CDM,['CM'],74,39
Andreas Gianniotis,Kasýmpaþa,Trendyol Süper Lig,Greece,GK,,74,84
Sergio Gómez,Real Sociedad,LALIGA EA SPORTS,Spain,LB,,74,28
Andreaw Gravillon,Adana Demirspor,Trendyol Süper Lig,France,CB,['RB'],74,119
Florian Grillitsch,TSG Hoffenheim,Bundesliga,Austria,CB,['CDM'],74,39
Brajan Gruda,Brighton,Premier League,Germany,CAM,['RW'],74,55
Gabriel Gudmundsson,LOSC Lille,Ligue 1 McDonald's,Sweden,LB,['LM'],74,49
Evann Guessand,OGC Nice,Ligue 1 McDonald's,Côte d'Ivoire,ST,,74,63
Rafik Guitane,SC Braga,Liga Portugal,Algeria,RW,['RM'],74,48
Guridi,D. Alavés,LALIGA EA SPORTS,Spain,CAM,"['CM', 'CDM']",74,88
Emmanuel Gyasi,Empoli,Serie A Enilive,Ghana,RM,"['LM', 'ST', 'RW']",74,100
Janik Haberer,Union Berlin,Bundesliga,Germany,CM,['CDM'],74,82
Amir Had?iahmetovi?,Çaykur Rizespor,Trendyol Süper Lig,Bosnia and Herzegovina,CDM,['CM'],74,123
Massadio Haïdara,Stade Brestois 29,Ligue 1 McDonald's,Mali,CB,"['LB', 'LM']",74,74
Haris Hajradinovi?,Kasýmpaþa,Trendyol Süper Lig,Bosnia and Herzegovina,CM,['CAM'],74,84
Hákon Arnar Haraldsson,LOSC Lille,Ligue 1 McDonald's,Iceland,LM,"['CAM', 'LW']",74,49
Mees Hilgers,FC Twente,Eredivisie,Indonesia,CB,,74,72
Emil Holm,Bologna,Serie A Enilive,Sweden,RM,"['RB', 'RW']",74,52
Lewis Holtby,Holstein Kiel,Bundesliga,Germany,CM,"['CDM', 'CAM']",74,124
Robin Hraná?,TSG Hoffenheim,Bundesliga,Czech Republic,CB,,74,39
Will Hughes,Crystal Palace,Premier League,England,CDM,['CM'],74,51
Omari Hutchinson,Ipswich,Premier League,England,RM,"['CAM', 'LM', 'RW']",74,95
Elseid Hysaj,Lazio,Serie A Enilive,Albania,LB,['RB'],74,34
Juan Iglesias,Getafe CF,LALIGA EA SPORTS,Spain,RB,['LB'],74,59
Kelechi Iheanacho,Sevilla FC,LALIGA EA SPORTS,Nigeria,ST,,74,66
Danny Ings,West Ham,Premier League,England,ST,,74,35
Jackson Irvine,FC St. Pauli,Bundesliga,Australia,CM,['CDM'],74,125
Armando Izzo,Monza,Serie A Enilive,Italy,CB,,74,80
Iván Jaime,FC Porto,Liga Portugal,Spain,LM,"['CAM', 'ST', 'LW']",74,27
Ismail Jakobs,Galatasaray,Trendyol Süper Lig,Senegal,LB,['LM'],74,12
Fredrik Jensen,FC Augsburg,Bundesliga,Finland,CAM,"['RM', 'CM']",74,101
Moritz Jenz,1. FSV Mainz 05,Bundesliga,Germany,CB,,74,83
Raúl Jiménez,Fulham,Premier League,Mexico,ST,,74,44
Jesse Joronen,Venezia,Serie A Enilive,Finland,GK,,74,117
Glen Kamara,Stade Rennais FC,Ligue 1 McDonald's,Finland,CDM,['CM'],74,86
Efecan Karaca,Alanyaspor,Trendyol Süper Lig,Turkey,CAM,"['RM', 'ST']",74,126
Naby Keïta,SV Werder Bremen,Bundesliga,Guinea,CM,"['CDM', 'CAM']",74,90
Konstantinos Koulierakis,VfL Wolfsburg,Bundesliga,Greece,CB,,74,62
Alex Král,RCD Espanyol,LALIGA EA SPORTS,Czech Republic,CDM,['CM'],74,96
Lukas Kübler,SC Freiburg,Bundesliga,Germany,RB,"['CB', 'LB']",74,42
Marash Kumbulla,RCD Espanyol,LALIGA EA SPORTS,Albania,CB,,74,96
Daler Kuzyaev,Havre AC,Ligue 1 McDonald's,Russia,CM,['CAM'],74,115
Adam Lallana,Southampton,Premier League,England,CAM,['CM'],74,57
Sam Lammers,FC Twente,Eredivisie,Holland,ST,,74,72
Gautier Larsonneur,AS Saint-Étienne,Ligue 1 McDonald's,France,GK,,74,110
Hugo Larsson,Frankfurt,Bundesliga,Sweden,CM,['CDM'],74,46
Toni Lato,RCD Mallorca,LALIGA EA SPORTS,Spain,LB,['LM'],74,41
Darko Lazovi?,Hellas Verona,Serie A Enilive,Serbia,LM,"['CAM', 'LW']",74,94
Jamie Leweling,VfB Stuttgart,Bundesliga,Germany,RM,"['RW', 'ST']",74,60
Karol Linetty,Torino,Serie A Enilive,Poland,CM,['CAM'],74,37
Gautier Lloris,Havre AC,Ligue 1 McDonald's,France,CB,,74,115
Unai López,Rayo Vallecano,LALIGA EA SPORTS,Spain,CDM,"['CM', 'CAM']",74,56
Anthony Losilla,VfL Bochum 1848,Bundesliga,France,CDM,['CM'],74,107
Dejan Lovren,OL,Ligue 1 McDonald's,Croatia,CB,,74,43
John Lundstram,Trabzonspor,Trendyol Süper Lig,England,CDM,,74,58
Ryan Manning,Southampton,Premier League,Republic of Ireland,LB,,74,57
Neal Maupay,OM,Ligue 1 McDonald's,France,ST,,74,69
Mark McKenzie,Toulouse FC,Ligue 1 McDonald's,United States,CB,,74,89
Domingos Duarte,Getafe CF,LALIGA EA SPORTS,Portugal,CB,,74,59
Rony Lopes,Alanyaspor,Trendyol Süper Lig,Portugal,RM,"['RW', 'ST']",74,126
Sven Mijnans,AZ,Eredivisie,Holland,CM,"['CAM', 'RW']",74,76
Yankuba Minteh,Brighton,Premier League,Gambia,RM,['RW'],74,55
Bojan Miovski,Girona FC,LALIGA EA SPORTS,North Macedonia,ST,,74,36
Fabio Miretti,Genoa,Serie A Enilive,Italy,CM,['CDM'],74,93
Stoichkov,D. Alavés,LALIGA EA SPORTS,Spain,LM,"['ST', 'CAM', 'LW']",74,88
Joni Montiel,Rayo Vallecano,LALIGA EA SPORTS,Spain,CAM,"['CM', 'LM']",74,56
Manu Morlanes,RCD Mallorca,LALIGA EA SPORTS,Spain,CM,['CDM'],74,41
Faris Pemi Moumbagna,OM,Ligue 1 McDonald's,Cameroon,ST,,74,69
Ernest Muçi,Beþiktaþ,Trendyol Süper Lig,Albania,CAM,['LW'],74,31
Mert Müldür,Fenerbahçe,Trendyol Süper Lig,Turkey,RB,,74,30
Marius Müller,VfL Wolfsburg,Bundesliga,Germany,GK,,74,62
Aihen Muñoz,Real Sociedad,LALIGA EA SPORTS,Spain,LB,,74,28
Javi Muñoz,UD Las Palmas,LALIGA EA SPORTS,Spain,CM,"['CAM', 'CDM']",74,61
Alex Muñoz,UD Las Palmas,LALIGA EA SPORTS,Spain,CB,['LB'],74,61
Amir Murillo,OM,Ligue 1 McDonald's,Panama,RB,,74,69
Phillipp Mwene,1. FSV Mainz 05,Bundesliga,Austria,LB,"['LM', 'RB']",74,83
Keito Nakamura,Stade de Reims,Ligue 1 McDonald's,Japan,LM,['LW'],74,87
Luca Netz,M'gladbach,Bundesliga,Germany,LB,['LM'],74,79
Arnaud Nordin,Montpellier,Ligue 1 McDonald's,France,RM,"['ST', 'RW']",74,71
Ernest Nuamah,OL,Ligue 1 McDonald's,Ghana,RW,"['ST', 'RM']",74,43
Juan Jesus,SSC Napoli,Serie A Enilive,Brazil,CB,,74,20
Dara O'Shea,Ipswich,Premier League,Republic of Ireland,CB,,74,95
David Okereke,Gaziantep,Trendyol Süper Lig,Nigeria,ST,"['RW', 'LW']",74,116
Maduka Okoye,Udinese,Serie A Enilive,Nigeria,GK,,74,111
Joseph Okumu,Stade de Reims,Ligue 1 McDonald's,Kenya,CB,,74,87
Rogério,VfL Wolfsburg,Bundesliga,Brazil,LB,,74,62
Robin Olsen,Aston Villa,Premier League,Sweden,GK,,74,17
Christopher Operi,Havre AC,Ligue 1 McDonald's,Côte d'Ivoire,LB,,74,115
Gift Orban,OL,Ligue 1 McDonald's,Nigeria,ST,,74,43
Ivan Ordets,VfL Bochum 1848,Bundesliga,Ukraine,CB,,74,107
Mislav Orši?,Trabzonspor,Trendyol Süper Lig,Croatia,LM,"['RM', 'CM', 'LW']",74,58
Patrick Osterhage,SC Freiburg,Bundesliga,Germany,CDM,['CM'],74,42
Dango Ouattara,AFC Bournemouth,Premier League,Burkina Faso,LM,"['RM', 'LB', 'LW']",74,64
Romain Perraud,Real Betis,LALIGA EA SPORTS,France,LB,,74,38
Krzysztof Pi?tek,Baþakþehir,Trendyol Süper Lig,Poland,ST,,74,99
Amos Pieper,SV Werder Bremen,Bundesliga,Germany,CB,,74,90
Tommaso Pobega,Bologna,Serie A Enilive,Italy,CM,['CDM'],74,52
Alexander Prass,TSG Hoffenheim,Bundesliga,Austria,CM,"['LB', 'LM']",74,39
Luca Ranieri,Fiorentina,Serie A Enilive,Italy,CB,['LB'],74,67
Rocco Reitz,M'gladbach,Bundesliga,Germany,CM,['CDM'],74,79
Elvis Rexhbeçaj,FC Augsburg,Bundesliga,Kosovo,CM,['CDM'],74,101
Fabian Rieder,VfB Stuttgart,Bundesliga,Switzerland,CAM,['CM'],74,60
Rochinha,FC Famalicão,Liga Portugal,Portugal,LW,['LM'],74,109
Óscar,CD Leganés,LALIGA EA SPORTS,Spain,CM,"['LM', 'RM']",74,78
Valentin Rosier,CD Leganés,LALIGA EA SPORTS,France,RB,,74,78
Jérôme Roussillon,Union Berlin,Bundesliga,France,LB,['LM'],74,82
Osame Sahraoui,LOSC Lille,Ligue 1 McDonald's,Morocco,LM,['LW'],74,49
Samu Sáiz,Eyüpspor,Trendyol Süper Lig,Spain,CAM,['LM'],74,127
Diadié Samassékou,TSG Hoffenheim,Bundesliga,Mali,CDM,['CM'],74,39
Francisco Moura,FC Porto,Liga Portugal,Portugal,LB,['LM'],74,27
Javi Sánchez,R. Valladolid CF,LALIGA EA SPORTS,Spain,CB,,74,92
Manu Sánchez,D. Alavés,LALIGA EA SPORTS,Spain,LB,['LM'],74,88
Nicola Sansone,Lecce,Serie A Enilive,Italy,CAM,['ST'],74,65
Saba Sazonov,Empoli,Serie A Enilive,Georgia,CB,,74,100
Joe Scally,M'gladbach,Bundesliga,United States,RB,['CB'],74,79
András Schäfer,Union Berlin,Bundesliga,Hungary,CM,['CDM'],74,82
Alex Scott,AFC Bournemouth,Premier League,England,CM,"['CAM', 'RM']",74,64
Alidu Seidu,Stade Rennais FC,Ligue 1 McDonald's,Ghana,CB,['RB'],74,86
Ryan Sessegnon,Fulham,Premier League,England,LB,,74,44
Abdallah Sima,Stade Brestois 29,Ligue 1 McDonald's,Senegal,LM,['LW'],74,74
David Simão,Arouca,Liga Portugal,Portugal,CM,['CDM'],74,128
Ibrahima Sissoko,VfL Bochum 1848,Bundesliga,Mali,CM,['CDM'],74,107
Sivera,D. Alavés,LALIGA EA SPORTS,Spain,GK,,74,88
Gijs Smal,Feyenoord,Eredivisie,Holland,LM,"['LB', 'LW']",74,54
Juan Soriano,CD Leganés,LALIGA EA SPORTS,Spain,GK,,74,78
Ricardo Esgaio,Sporting CP,Liga Portugal,Portugal,RB,['CB'],74,26
Carl Starfelt,RC Celta,LALIGA EA SPORTS,Sweden,CB,,74,25
Niklas Stark,SV Werder Bremen,Bundesliga,Germany,CB,,74,90
Luka Su?i?,Real Sociedad,LALIGA EA SPORTS,Croatia,CAM,['CM'],74,28
Tomáš Suslov,Hellas Verona,Serie A Enilive,Slovakia,RM,"['CAM', 'CM', 'RW']",74,94
Attila Szalai,TSG Hoffenheim,Bundesliga,Hungary,CB,['LB'],74,39
Flavien Tait,Samsunspor,Trendyol Süper Lig,France,CM,['CDM'],74,129
Matt Targett,Newcastle Utd,Premier League,England,LB,,74,21
Kenneth Taylor,Ajax,Eredivisie,Holland,CM,['CAM'],74,68
Nahuel Tenaglia,D. Alavés,LALIGA EA SPORTS,Argentina,RB,['CB'],74,88
Arnau Tenas,Paris SG,Ligue 1 McDonald's,Spain,GK,,74,5
Phillip Tietz,FC Augsburg,Bundesliga,Germany,ST,,74,101
Luis Henrique,OM,Ligue 1 McDonald's,Brazil,LM,['LW'],74,69
Pablo Torre,FC Barcelona,LALIGA EA SPORTS,Spain,CAM,"['LM', 'CM']",74,8
Cenk Tosun,Fenerbahçe,Trendyol Süper Lig,Turkey,ST,['LW'],74,30
Stefano Turati,Monza,Serie A Enilive,Italy,GK,,74,80
Matt Turner,Crystal Palace,Premier League,United States,GK,,74,51
Ayase Ueda,Feyenoord,Eredivisie,Japan,ST,['CAM'],74,54
Sven Ulreich,FC Bayern München,Bundesliga,Germany,GK,,74,3
Ricky van Wolfswinkel,FC Twente,Eredivisie,Holland,ST,,74,72
Nuno Tavares,Lazio,Serie A Enilive,Portugal,LB,['LM'],74,34
Johan Vásquez,Genoa,Serie A Enilive,Mexico,CB,,74,93
Yorbe Vertessen,Union Berlin,Bundesliga,Belgium,ST,"['LW', 'CAM']",74,82
Iván Villar,RC Celta,LALIGA EA SPORTS,Spain,GK,,74,25
Odysseas Vlachodimos,Newcastle Utd,Premier League,Greece,GK,,74,21
Timothy Weah,Juventus,Serie A Enilive,United States,RM,"['RB', 'RW']",74,18
Silvan Widmer,1. FSV Mainz 05,Bundesliga,Switzerland,RB,['RM'],74,83
Christopher Wooh,Stade Rennais FC,Ligue 1 McDonald's,Cameroon,CB,,74,86
Okay Yokuþlu,Trabzonspor,Trendyol Süper Lig,Turkey,CDM,['CM'],74,58
Arsen Zakharyan,Real Sociedad,LALIGA EA SPORTS,Russia,LM,"['RM', 'CM', 'LW']",74,28
Cédric Zesiger,VfL Wolfsburg,Bundesliga,Switzerland,CB,,74,62
