player_name,team_name,league,nationality,position,alt_position,ovr,team_id
Philipp Köhn,AS Monaco,Ligue 1 McDonald's,Switzerland,GK,,75,53
Dominik Kohr,1. FSV Mainz 05,Bundesliga,Germany,CB,"['CDM', 'CM']",75,85
Victor Kristiansen,Leicester City,Premier League,Denmark,LB,,75,87
Nikola Krstovi?,Lecce,Serie A Enilive,Montenegro,ST,,75,66
Tariq Lamptey,Brighton,Premier League,Ghana,RB,,75,55
Cyle Larin,RCD Mallorca,LALIGA EA SPORTS,Canada,ST,,75,41
Jørgen Strand Larsen,Wolves,Premier League,Norway,ST,,75,75
Jamaal Lascelles,Newcastle Utd,Premier League,England,CB,,75,21
Romeo Lavia,Chelsea,Premier League,Belgium,CDM,['CM'],75,24
Jesper Lindstrøm,Everton,Premier League,Denmark,CAM,['RM'],75,33
Enzo Loiodice,UD Las Palmas,LALIGA EA SPORTS,France,CM,['CDM'],75,61
Jordan Lotomba,Feyenoord,Eredivisie,Switzerland,RB,['RM'],75,54
Jhonatan,Rio Ave FC,Liga Portugal,Brazil,GK,,75,121
Saša Luki?,Fulham,Premier League,Serbia,CM,['CDM'],75,44
Senne Lynen,SV Werder Bremen,Bundesliga,Belgium,CDM,['CM'],75,93
Giangiacomo Magnani,Hellas Verona,Serie A Enilive,Italy,CB,,75,98
Hugo Magnetti,Stade Brestois 29,Ligue 1 McDonald's,France,CDM,['CM'],75,76
Ainsley Maitland-Niles,OL,Ligue 1 McDonald's,England,RB,['CM'],75,43
Dennis Man,Parma,Serie A Enilive,Romania,RM,"['LM', 'RW']",75,101
Pablo Marí,Monza,Serie A Enilive,Spain,CB,,75,82
R?zvan Marin,Cagliari,Serie A Enilive,Romania,CM,['CDM'],75,95
Toni Martínez,D. Alavés,LALIGA EA SPORTS,Spain,ST,,75,90
Josep Martínez,Inter,Serie A Enilive,Spain,GK,,75,7
Omar Mascarell,RCD Mallorca,LALIGA EA SPORTS,Spain,CM,"['CDM', 'CB']",75,41
Alexandru Maxim,Gaziantep,Trendyol Süper Lig,Romania,CAM,"['CM', 'LM']",75,123
Brandon Mechele,Club Brugge,1A Pro League,Belgium,CB,,75,74
Nampalys Mendy,RC Lens,Ligue 1 McDonald's,Senegal,CDM,['CM'],75,45
Junior Messias,Genoa,Serie A Enilive,Brazil,RM,"['RW', 'CM']",75,97
Alexander Meyer,Borussia Dortmund,Bundesliga,Germany,GK,,75,11
James Milner,Brighton,Premier League,England,CM,"['RB', 'LB']",75,55
Mingueza,RC Celta,LALIGA EA SPORTS,Spain,RB,"['CB', 'RM']",75,25
Mostafa Mohamed,FC Nantes,Ligue 1 McDonald's,Egypt,ST,,75,103
Nikola Moro,Bologna,Serie A Enilive,Croatia,CDM,['CM'],75,52
Kevin Müller,Heidenheim,Bundesliga,Germany,GK,,75,110
Rodrigo Muniz,Fulham,Premier League,Brazil,ST,,75,44
Arijanet Muri?,Ipswich,Premier League,Kosovo,GK,,75,99
Yunus Musah,AC Milan,Serie A Enilive,United States,CM,"['CDM', 'RM']",75,14
Amath Ndiaye,R. Valladolid CF,LALIGA EA SPORTS,Senegal,LM,"['ST', 'RM', 'LW']",75,96
Iliman Ndiaye,Everton,Premier League,Senegal,ST,,75,33
Dan Ndoye,Bologna,Serie A Enilive,Switzerland,RM,"['LM', 'RW']",75,52
Reiss Nelson,Fulham,Premier League,England,RW,"['LW', 'RM']",75,44
Jota,Stade Rennais FC,Ligue 1 McDonald's,Portugal,LM,"['LW', 'RW']",75,88
Bart Nieuwkoop,Feyenoord,Eredivisie,Holland,RM,"['LM', 'RB', 'RW']",75,54
Tijjani Noslin,Lazio,Serie A Enilive,Holland,ST,"['RW', 'LW']",75,34
Jake O'Brien,Everton,Premier League,Republic of Ireland,CB,,75,33
Warmed Omari,OL,Ligue 1 McDonald's,France,CB,,75,43
Be?ir Omeragi?,Montpellier,Ligue 1 McDonald's,Switzerland,CB,['CDM'],75,72
Raphael Onyedika,Club Brugge,1A Pro League,Nigeria,CDM,['CM'],75,74
Jayden Oosterwolde,Fenerbahçe,Trendyol Süper Lig,Holland,LB,['CB'],78,30
Aimar Oroz,CA Osasuna,LALIGA EA SPORTS,Spain,CM,['CAM'],75,77
Luca Pellegrini,Lazio,Serie A Enilive,Italy,LB,['LM'],75,34
Rubén Peña,CA Osasuna,LALIGA EA SPORTS,Spain,RB,"['RM', 'LB']",75,77
David Costa,RC Lens,Ligue 1 McDonald's,Portugal,CAM,['LW'],75,45
Mathias Pereira Lage,Stade Brestois 29,Ligue 1 McDonald's,Portugal,LW,['LM'],75,76
Nehuén Pérez,FC Porto,Liga Portugal,Argentina,CB,,75,27
Jaden Philogene,Aston Villa,Premier League,England,LM,"['RM', 'LW']",75,17
Diogo Leite,Union Berlin,Bundesliga,Portugal,CB,,75,84
Joel Pohjanpalo,Venezia,Serie A Enilive,Finland,ST,,75,124
Marin Pongra?i?,Fiorentina,Serie A Enilive,Croatia,CB,,75,68
Jarell Quansah,Leverkusen,Bundesliga,England,CB,,75,10
Sandro,UD Las Palmas,LALIGA EA SPORTS,Spain,ST,['LM'],75,61
Milot Rashica,Beþiktaþ,Trendyol Süper Lig,Kosovo,RM,"['LM', 'RW']",75,31
Harrison Reed,Fulham,Premier League,England,CDM,['CM'],75,44
Giovanni Reyna,Borussia Dortmund,Bundesliga,United States,RM,"['CAM', 'LM', 'RW']",75,11
Luis Rioja,Valencia CF,LALIGA EA SPORTS,Spain,LM,"['RM', 'LW']",75,22
Joel Robles,Estoril Praia,Liga Portugal,Spain,GK,,75,125
Paulo Oliveira,SC Braga,Liga Portugal,Portugal,CB,,75,48
Morgan Rogers,Aston Villa,Premier League,England,LM,"['CAM', 'LW']",75,17
Merlin Röhl,SC Freiburg,Bundesliga,Germany,CM,['CAM'],75,42
Benjamín Rollheiser,SL Benfica,Liga Portugal,Argentina,CAM,['RM'],75,29
Zaid Romero,Club Brugge,1A Pro League,Argentina,CB,['LB'],75,74
Pablo Rosario,OGC Nice,Ligue 1 McDonald's,Holland,CDM,"['CM', 'CB']",75,64
Anthony Rouault,VfB Stuttgart,Bundesliga,France,CB,,75,60
Georginio Rutter,Brighton,Premier League,France,CAM,['ST'],75,55
Wesley Saïd,RC Lens,Ligue 1 McDonald's,France,ST,,75,45
Lazar Samard?i?,Atalanta,Serie A Enilive,Serbia,CM,"['CDM', 'CAM']",75,40
Albert Sambi Lokonga,Sevilla FC,LALIGA EA SPORTS,Belgium,CM,['CDM'],75,67
Zaidu Sanusi,FC Porto,Liga Portugal,Nigeria,LB,,75,27
Yusuf Sarý,Baþakþehir,Trendyol Süper Lig,Turkey,RM,['RW'],75,104
Martín Satriano,RC Lens,Ligue 1 McDonald's,Uruguay,ST,,75,45
Keven Schlotterbeck,FC Augsburg,Bundesliga,Germany,CB,,75,107
Romano Schmid,SV Werder Bremen,Bundesliga,Austria,CAM,"['CM', 'ST']",75,93
Rob Schoofs,KV Mechelen,1A Pro League,Belgium,CM,"['CDM', 'CAM']",75,127
Bruno Varela,Vitória SC,Liga Portugal,Cape Verde Islands,GK,,75,109
Vincent Sierro,Toulouse FC,Ligue 1 McDonald's,Switzerland,CM,"['CDM', 'CAM']",75,91
Douglas Augusto,FC Nantes,Ligue 1 McDonald's,Brazil,CM,['CDM'],75,103
Ramón Sosa,Nott'm Forest,Premier League,Paraguay,LM,"['RM', 'LW']",75,79
Borna Sosa,Torino,Serie A Enilive,Croatia,LB,,75,37
Boubakary Soumaré,Leicester City,Premier League,France,CDM,['CM'],75,87
Jens Stage,SV Werder Bremen,Bundesliga,Denmark,CM,['CDM'],75,93
Jason Steele,Brighton,Premier League,England,GK,,75,55
Sem Steijn,FC Twente,Eredivisie,Holland,CAM,['CM'],75,73
Denis Suárez,Villarreal CF,LALIGA EA SPORTS,Spain,CM,"['LM', 'RW']",75,32
Jonas Svensson,Beþiktaþ,Trendyol Süper Lig,Norway,RB,,75,31
Mile Svilar,AS Roma,Serie A Enilive,Serbia,GK,,75,13
Sammie Szmodics,Ipswich,Premier League,Republic of Ireland,CAM,['ST'],75,99
Terrats,Villarreal CF,LALIGA EA SPORTS,Spain,CM,['CDM'],75,32
Adrien Thomasson,RC Lens,Ligue 1 McDonald's,France,CAM,"['CM', 'RW']",75,45
Guus Til,PSV,Eredivisie,Holland,CAM,['CM'],75,50
Hamed Traorè,AJ Auxerre,Ligue 1 McDonald's,Côte d'Ivoire,CAM,"['CM', 'LW']",75,128
Adama Traoré,Fulham,Premier League,Spain,RM,['RW'],75,44
Christopher Trimmel,Union Berlin,Bundesliga,Austria,RB,['RM'],75,84
Christos Tzolis,Club Brugge,1A Pro League,Greece,LM,['LW'],75,74
Felix Uduokhai,Beþiktaþ,Trendyol Süper Lig,Germany,CB,,75,31
Aurélio Buta,Stade de Reims,Ligue 1 McDonald's,Portugal,RM,"['RB', 'RW']",75,89
Samuel Umtiti,LOSC Lille,Ligue 1 McDonald's,France,CB,,75,49
Josha Vagnoman,VfB Stuttgart,Bundesliga,Germany,RB,['RM'],75,60
Donny van de Beek,Girona FC,LALIGA EA SPORTS,Holland,CM,"['CAM', 'CDM']",75,36
Maarten Vandevoordt,RB Leipzig,Bundesliga,Belgium,GK,,75,23
Ruben Vargas,FC Augsburg,Bundesliga,Switzerland,LM,"['CAM', 'RM', 'LW']",75,107
Alejo Veliz,RCD Espanyol,LALIGA EA SPORTS,Argentina,ST,,75,100
Simone Verdi,Como,Serie A Enilive,Italy,CAM,['ST'],75,47
Nacho Vidal,CA Osasuna,LALIGA EA SPORTS,Spain,RB,,75,77
Kevin Vogt,Union Berlin,Bundesliga,Germany,CB,,75,84
Aster Vranckx,VfL Wolfsburg,Bundesliga,Belgium,CM,['CDM'],75,63
Harry Wilson,Fulham,Premier League,Wales,RM,['RW'],75,44
Ryan Yates,Nott'm Forest,Premier League,England,CDM,['CM'],75,79
Bryan Zaragoza,CA Osasuna,LALIGA EA SPORTS,Spain,RM,"['LM', 'CAM', 'RW']",75,77
Robin Zentner,1. FSV Mainz 05,Bundesliga,Germany,GK,,75,85
Ramiz Zerrouki,Feyenoord,Eredivisie,Algeria,CDM,['CM'],75,54
Akor Jerome Adams,Montpellier,Ligue 1 McDonald's,Nigeria,ST,,74,72
Ludovic Ajorque,Stade Brestois 29,Ligue 1 McDonald's,France,ST,,74,76
Akieme,Stade de Reims,Ligue 1 McDonald's,Spain,LB,,74,89
Kevin Akpoguma,TSG Hoffenheim,Bundesliga,Nigeria,CB,['RB'],74,39
Samú Costa,RCD Mallorca,LALIGA EA SPORTS,Portugal,CDM,['CM'],74,41
Vinícius,Fulham,Premier League,Brazil,ST,,74,44
Tiago Gouveia,SL Benfica,Liga Portugal,Portugal,RM,"['RW', 'LM']",74,29
Julian Araujo,AFC Bournemouth,Premier League,Mexico,RB,,74,65
Takuma Asano,RCD Mallorca,LALIGA EA SPORTS,Japan,RM,"['ST', 'RW']",74,41
Lorenz Assignon,Stade Rennais FC,Ligue 1 McDonald's,France,RB,,74,88
Ludwig Augustinsson,RSC Anderlecht,1A Pro League,Sweden,LB,['LM'],74,92
Ousseynou Ba,Baþakþehir,Trendyol Süper Lig,Senegal,CB,['LB'],74,104
Vasilios Barkas,FC Utrecht,Eredivisie,Greece,GK,,74,129
Toma Baši?,Lazio,Serie A Enilive,Croatia,CM,['CDM'],74,34
Jan Bednarek,Southampton,Premier League,Poland,CB,,74,57
Armel Bella Kotchap,Southampton,Premier League,Germany,CB,,74,57
László Bénes,Kayserispor,Trendyol Süper Lig,Slovakia,CM,['CAM'],74,149
Samuele Birindelli,Monza,Serie A Enilive,Italy,RB,['RM'],74,82
Antonio Blanco,D. Alavés,LALIGA EA SPORTS,Spain,CDM,['CM'],74,90
Rubén Blanco,OM,Ligue 1 McDonald's,Spain,GK,,74,70
Arnaud Bodart,Standard Liège,1A Pro League,Belgium,GK,,74,130
Sebastiaan Bornauw,VfL Wolfsburg,Bundesliga,Belgium,CB,,74,63
Edoardo Bove,Fiorentina,Serie A Enilive,Italy,CM,,74,68
David Brooks,AFC Bournemouth,Premier League,Wales,RM,['RW'],74,65
Tajon Buchanan,Villarreal CF,LALIGA EA SPORTS,Canada,RM,"['RB', 'RW']",74,32
Juan David Cabal,Juventus,Serie A Enilive,Colombia,LB,['CB'],74,18
Leandro Cabrera,RCD Espanyol,LALIGA EA SPORTS,Uruguay,CB,['LB'],74,100
Anthony Caci,1. FSV Mainz 05,Bundesliga,France,LB,"['RB', 'CB']",74,85
Nicolò Cambiaghi,Bologna,Serie A Enilive,Italy,LW,"['ST', 'LM']",74,52
Elia Caprile,SSC Napoli,Serie A Enilive,Italy,GK,,74,20
Dani Cárdenas,Rayo Vallecano,LALIGA EA SPORTS,Spain,GK,,74,56
Fábio Carvalho,Brentford,Premier League,Portugal,CAM,"['CM', 'ST']",74,71
Vitor Carvalho,SC Braga,Liga Portugal,Brazil,CDM,['CM'],74,48
Muhammed Cham,Trabzonspor,Trendyol Süper Lig,Austria,CAM,['RM'],77,58
Walid Cheddira,RCD Espanyol,LALIGA EA SPORTS,Morocco,ST,,74,100
Mohamed-Ali Cho,OGC Nice,Ligue 1 McDonald's,France,RW,"['ST', 'RM']",74,64
Pathé Ciss,Rayo Vallecano,LALIGA EA SPORTS,Senegal,CDM,['CM'],74,56
Nathaniel Clyne,Crystal Palace,Premier League,England,RB,['CB'],74,51
Conor Coady,Leicester City,Premier League,England,CB,,74,87
Séamus Coleman,Everton,Premier League,Republic of Ireland,RB,,74,33
Tomás Conechny,D. Alavés,LALIGA EA SPORTS,Argentina,LW,"['LM', 'ST']",74,90
Logan Costa,Villarreal CF,LALIGA EA SPORTS,Cape Verde Islands,CB,,74,32
Lassana Coulibaly,Lecce,Serie A Enilive,Mali,CDM,['CM'],74,66
Alessio Cragno,Monza,Serie A Enilive,Italy,GK,,74,82
Aaron Cresswell,West Ham,Premier League,England,LB,['CB'],74,35
Jorge Cuenca,Fulham,Premier League,Spain,CB,['LB'],74,44
Patrick Cutrone,Como,Serie A Enilive,Italy,ST,['CAM'],74,47
Lucas Da Cunha,Como,Serie A Enilive,France,LM,"['RM', 'CAM', 'LW']",74,47
Finn Dahmen,FC Augsburg,Bundesliga,Germany,GK,,74,107
Patson Daka,Leicester City,Premier League,Zambia,ST,,74,87
Flavius Daniliuc,Hellas Verona,Serie A Enilive,Austria,CB,['RB'],74,98
Mohamed Daramy,Stade de Reims,Ligue 1 McDonald's,Denmark,LM,"['ST', 'LW']",74,89
Maracás,Moreirense FC,Liga Portugal,Brazil,CB,,74,131
Natan,Real Betis,LALIGA EA SPORTS,Brazil,CB,,74,38
Dani de Wit,VfL Bochum 1848,Bundesliga,Holland,CAM,['CM'],74,113
Brecht Dejaegere,KV Kortrijk,1A Pro League,Belgium,CM,['CAM'],74,132
Stefano Denswil,Kayserispor,Trendyol Süper Lig,Suriname,CB,['LB'],74,149
Andy Diouf,RC Lens,Ligue 1 McDonald's,France,CM,['CDM'],74,45
Alberto Dossena,Como,Serie A Enilive,Italy,CB,,74,47
Tasos Douvikas,RC Celta,LALIGA EA SPORTS,Greece,ST,,74,25
Tommy Doyle,Wolves,Premier League,England,CM,['CDM'],74,75
Ondrej Duda,Hellas Verona,Serie A Enilive,Slovakia,CM,"['CDM', 'CAM']",74,98
Alfred Duncan,Venezia,Serie A Enilive,Ghana,CM,['CDM'],74,124
Maxime Dupé,OGC Nice,Ligue 1 McDonald's,France,GK,,74,64
Jhon Durán,Fenerbahçe,Trendyol Süper Lig,Colombia,ST,,80,30
Tyronne Ebuehi,Empoli,Serie A Enilive,Nigeria,RB,,74,105
Mateus Fernandes,Southampton,Premier League,Portugal,CM,"['CAM', 'LW']",74,57
Jonny Evans,Man Utd,Premier League,Northern Ireland,CB,,74,15
Edu Expósito,RCD Espanyol,LALIGA EA SPORTS,Spain,CM,"['CDM', 'CAM']",74,100
Abdessamad Ezzalzouli,Real Betis,LALIGA EA SPORTS,Morocco,LM,"['RM', 'LW']",74,38
Peque,Sevilla FC,LALIGA EA SPORTS,Spain,CAM,,74,67
Evan Ferguson,Brighton,Premier League,Republic of Ireland,ST,,74,55
Dimitri Foulquier,Valencia CF,LALIGA EA SPORTS,France,RB,,74,22
Roberto Gagliardini,Monza,Serie A Enilive,Italy,CDM,['CM'],74,82
Antonino Gallo,Lecce,Serie A Enilive,Italy,LB,,74,66
Raúl García,CA Osasuna,LALIGA EA SPORTS,Spain,ST,,74,77
Unai García,CA Osasuna,LALIGA EA SPORTS,Spain,CB,,74,77
Kike García,D. Alavés,LALIGA EA SPORTS,Spain,ST,,74,90
Dennis Geiger,TSG Hoffenheim,Bundesliga,Germany,CDM,['CM'],74,39
Andreas Gianniotis,Kasýmpaþa,Trendyol Süper Lig,Greece,GK,,74,86
Sergio Gómez,Real Sociedad,LALIGA EA SPORTS,Spain,LB,,74,28
Florian Grillitsch,TSG Hoffenheim,Bundesliga,Austria,CB,['CDM'],74,39
Brajan Gruda,Brighton,Premier League,Germany,CAM,['RW'],74,55
Gabriel Gudmundsson,LOSC Lille,Ligue 1 McDonald's,Sweden,LB,['LM'],74,49
Evann Guessand,OGC Nice,Ligue 1 McDonald's,Côte d'Ivoire,ST,,74,64
Rafik Guitane,SC Braga,Liga Portugal,Algeria,RW,['RM'],74,48
Guridi,D. Alavés,LALIGA EA SPORTS,Spain,CAM,"['CM', 'CDM']",74,90
Emmanuel Gyasi,Empoli,Serie A Enilive,Ghana,RM,"['LM', 'ST', 'RW']",74,105
Janik Haberer,Union Berlin,Bundesliga,Germany,CM,['CDM'],74,84
Amir Hadziahmetovic,Beþiktaþ,Trendyol Süper Lig,Bosnia and Herzegovina,CDM,['CM'],74,31
Massadio Haïdara,Stade Brestois 29,Ligue 1 McDonald's,Mali,CB,"['LB', 'LM']",74,76
Haris Hajradinovic,Kasýmpaþa,Trendyol Süper Lig,Bosnia and Herzegovina,CM,['CAM'],74,86
Hákon Arnar Haraldsson,LOSC Lille,Ligue 1 McDonald's,Iceland,LM,"['CAM', 'LW']",74,49
Mees Hilgers,FC Twente,Eredivisie,Indonesia,CB,,74,73
Emil Holm,Bologna,Serie A Enilive,Sweden,RM,"['RB', 'RW']",74,52
Lewis Holtby,Holstein Kiel,Bundesliga,Germany,CM,"['CDM', 'CAM']",74,134
Robin Hraná?,TSG Hoffenheim,Bundesliga,Czech Republic,CB,,74,39
Patrik Hrošovsk?,KRC Genk,1A Pro League,Slovakia,CDM,['CM'],74,94
Will Hughes,Crystal Palace,Premier League,England,CDM,['CM'],74,51
Omari Hutchinson,Ipswich,Premier League,England,RM,"['CAM', 'LM', 'RW']",74,99
Elseid Hysaj,Lazio,Serie A Enilive,Albania,LB,['RB'],74,34
Juan Iglesias,Getafe CF,LALIGA EA SPORTS,Spain,RB,['LB'],74,59
Kelechi Iheanacho,Sevilla FC,LALIGA EA SPORTS,Nigeria,ST,,74,67
Danny Ings,West Ham,Premier League,England,ST,,74,35
Jackson Irvine,FC St. Pauli,Bundesliga,Australia,CM,['CDM'],74,135
Armando Izzo,Monza,Serie A Enilive,Italy,CB,,74,82
Iván Jaime,FC Porto,Liga Portugal,Spain,LM,"['CAM', 'ST', 'LW']",74,27
Ismail Jakobs,Galatasaray,Trendyol Süper Lig,Senegal,LB,['LM'],74,12
Fredrik Jensen,FC Augsburg,Bundesliga,Finland,CAM,"['RM', 'CM']",74,107
Moritz Jenz,1. FSV Mainz 05,Bundesliga,Germany,CB,,74,85
Raúl Jiménez,Fulham,Premier League,Mexico,ST,,74,44
Jesse Joronen,Venezia,Serie A Enilive,Finland,GK,,74,124
Jutglà,Club Brugge,1A Pro League,Spain,ST,"['LM', 'LW']",74,74
Glen Kamara,Stade Rennais FC,Ligue 1 McDonald's,Finland,CDM,['CM'],74,88
Efecan Karaca,Alanyaspor,Trendyol Süper Lig,Turkey,CAM,"['RM', 'ST']",74,136
Naby Keïta,SV Werder Bremen,Bundesliga,Guinea,CM,"['CDM', 'CAM']",74,93
Konstantinos Koulierakis,VfL Wolfsburg,Bundesliga,Greece,CB,,74,63
Alex Král,RCD Espanyol,LALIGA EA SPORTS,Czech Republic,CDM,['CM'],74,100
Lukas Kübler,SC Freiburg,Bundesliga,Germany,RB,"['CB', 'LB']",74,42
Marash Kumbulla,RCD Espanyol,LALIGA EA SPORTS,Albania,CB,,74,100
Sven Kums,KAA Gent,1A Pro League,Belgium,CM,,74,137
Daler Kuzyaev,Havre AC,Ligue 1 McDonald's,Russia,CM,['CAM'],74,122
Adam Lallana,Southampton,Premier League,England,CAM,['CM'],74,57
Sam Lammers,FC Twente,Eredivisie,Holland,ST,,74,73
Loïc Lapoussin,R. Union St.-G.,1A Pro League,Madagascar,LM,['LW'],74,102
Gautier Larsonneur,AS Saint-Étienne,Ligue 1 McDonald's,France,GK,,74,117
Hugo Larsson,Frankfurt,Bundesliga,Sweden,CM,['CDM'],74,46
Toni Lato,RCD Mallorca,LALIGA EA SPORTS,Spain,LB,['LM'],74,41
Darko Lazovi?,Hellas Verona,Serie A Enilive,Serbia,LM,"['CAM', 'LW']",74,98
Jamie Leweling,VfB Stuttgart,Bundesliga,Germany,RM,"['RW', 'ST']",74,60
Karol Linetty,Torino,Serie A Enilive,Poland,CM,['CAM'],74,37
Gautier Lloris,Havre AC,Ligue 1 McDonald's,France,CB,,74,122
Unai López,Rayo Vallecano,LALIGA EA SPORTS,Spain,CDM,"['CM', 'CAM']",74,56
Anthony Losilla,VfL Bochum 1848,Bundesliga,France,CDM,['CM'],74,113
Dejan Lovren,OL,Ligue 1 McDonald's,Croatia,CB,,74,43
Kevin Mac Allister,R. Union St.-G.,1A Pro League,Argentina,CB,['RB'],74,102
Koki Machida,R. Union St.-G.,1A Pro League,Japan,CB,,74,102
Ryan Manning,Southampton,Premier League,Republic of Ireland,LB,,74,57
Neal Maupay,OM,Ligue 1 McDonald's,France,ST,,74,70
Mark McKenzie,Toulouse FC,Ligue 1 McDonald's,United States,CB,,74,91
Domingos Duarte,Getafe CF,LALIGA EA SPORTS,Portugal,CB,,74,59
Rony Lopes,Alanyaspor,Trendyol Süper Lig,Portugal,RM,"['RW', 'ST']",74,136
Sven Mijnans,AZ,Eredivisie,Holland,CM,"['CAM', 'RW']",74,78
Yankuba Minteh,Brighton,Premier League,Gambia,RM,['RW'],74,55
Bojan Miovski,Girona FC,LALIGA EA SPORTS,North Macedonia,ST,,74,36
Fabio Miretti,Genoa,Serie A Enilive,Italy,CM,['CDM'],74,97
Stefan Mitrovi?,KAA Gent,1A Pro League,Serbia,CB,,74,137
Stoichkov,D. Alavés,LALIGA EA SPORTS,Spain,LM,"['ST', 'CAM', 'LW']",74,90
Joni Montiel,Rayo Vallecano,LALIGA EA SPORTS,Spain,CAM,"['CM', 'LM']",74,56
Manu Morlanes,RCD Mallorca,LALIGA EA SPORTS,Spain,CM,['CDM'],74,41
Faris Pemi Moumbagna,OM,Ligue 1 McDonald's,Cameroon,ST,,74,70
Ernest Muçi,Beþiktaþ,Trendyol Süper Lig,Albania,CAM,['LW'],74,31
Mert Müldür,Fenerbahçe,Trendyol Süper Lig,Turkey,RB,,74,30
Marius Müller,VfL Wolfsburg,Bundesliga,Germany,GK,,74,63
Aihen Muñoz,Real Sociedad,LALIGA EA SPORTS,Spain,LB,,74,28
Javi Muñoz,UD Las Palmas,LALIGA EA SPORTS,Spain,CM,"['CAM', 'CDM']",74,61
Alex Muñoz,UD Las Palmas,LALIGA EA SPORTS,Spain,CB,['LB'],74,61
Amir Murillo,OM,Ligue 1 McDonald's,Panama,RB,,74,70
Phillipp Mwene,1. FSV Mainz 05,Bundesliga,Austria,LB,"['LM', 'RB']",74,85
Keito Nakamura,Stade de Reims,Ligue 1 McDonald's,Japan,LM,['LW'],74,89
Luca Netz,M'gladbach,Bundesliga,Germany,LB,['LM'],74,81
Arnaud Nordin,Montpellier,Ligue 1 McDonald's,France,RM,"['ST', 'RW']",74,72
Ernest Nuamah,OL,Ligue 1 McDonald's,Ghana,RW,"['ST', 'RM']",74,43
Juan Jesus,SSC Napoli,Serie A Enilive,Brazil,CB,,74,20
Dara O'Shea,Ipswich,Premier League,Republic of Ireland,CB,,74,99
Maduka Okoye,Udinese,Serie A Enilive,Nigeria,GK,,74,118
Joseph Okumu,Stade de Reims,Ligue 1 McDonald's,Kenya,CB,,74,89
Rogério,VfL Wolfsburg,Bundesliga,Brazil,LB,,74,63
Robin Olsen,Aston Villa,Premier League,Sweden,GK,,74,17
Christopher Operi,Baþakþehir,Trendyol Süper Lig,Côte d'Ivoire,LB,,74,104
Gift Orban,OL,Ligue 1 McDonald's,Nigeria,ST,,74,43
Ivan Ordets,VfL Bochum 1848,Bundesliga,Ukraine,CB,,74,113
Patrick Osterhage,SC Freiburg,Bundesliga,Germany,CDM,['CM'],74,42
Dango Ouattara,AFC Bournemouth,Premier League,Burkina Faso,LM,"['RM', 'LB', 'LW']",74,65
Romain Perraud,Real Betis,LALIGA EA SPORTS,France,LB,,74,38
Amos Pieper,SV Werder Bremen,Bundesliga,Germany,CB,,74,93
Tommaso Pobega,Bologna,Serie A Enilive,Italy,CM,['CDM'],74,52
Alexander Prass,TSG Hoffenheim,Bundesliga,Austria,CM,"['LB', 'LM']",74,39
Luca Ranieri,Fiorentina,Serie A Enilive,Italy,CB,['LB'],74,68
Rocco Reitz,M'gladbach,Bundesliga,Germany,CM,['CDM'],74,81
Elvis Rexhbeçaj,FC Augsburg,Bundesliga,Kosovo,CM,['CDM'],74,107
Fabian Rieder,VfB Stuttgart,Bundesliga,Switzerland,CAM,['CM'],74,60
Mats Rits,RSC Anderlecht,1A Pro League,Belgium,CDM,['CM'],74,92
Rochinha,FC Famalicão,Liga Portugal,Portugal,LW,['LM'],74,115
Óscar,CD Leganés,LALIGA EA SPORTS,Spain,CM,"['LM', 'RM']",74,80
Valentin Rosier,CD Leganés,LALIGA EA SPORTS,France,RB,,74,80
Jérôme Roussillon,Union Berlin,Bundesliga,France,LB,['LM'],74,84
Osame Sahraoui,LOSC Lille,Ligue 1 McDonald's,Morocco,LM,['LW'],74,49
Samu Sáiz,Eyüpspor,Trendyol Süper Lig,Spain,CAM,['LM'],74,138
Diadié Samassékou,TSG Hoffenheim,Bundesliga,Mali,CDM,['CM'],74,39
Francisco Moura,FC Porto,Liga Portugal,Portugal,LB,['LM'],74,27
Javi Sánchez,R. Valladolid CF,LALIGA EA SPORTS,Spain,CB,,74,96
Manu Sánchez,D. Alavés,LALIGA EA SPORTS,Spain,LB,['LM'],74,90
Nicola Sansone,Lecce,Serie A Enilive,Italy,CAM,['ST'],74,66
Saba Sazonov,Empoli,Serie A Enilive,Georgia,CB,,74,105
Joe Scally,M'gladbach,Bundesliga,United States,RB,['CB'],74,81
András Schäfer,Union Berlin,Bundesliga,Hungary,CM,['CDM'],74,84
Alex Scott,AFC Bournemouth,Premier League,England,CM,"['CAM', 'RM']",74,65
Alidu Seidu,Stade Rennais FC,Ligue 1 McDonald's,Ghana,CB,['RB'],74,88
Ryan Sessegnon,Fulham,Premier League,England,LB,,74,44
Abdallah Sima,Stade Brestois 29,Ligue 1 McDonald's,Senegal,LM,['LW'],74,76
David Simão,Arouca,Liga Portugal,Portugal,CM,['CDM'],74,139
Ibrahima Sissoko,VfL Bochum 1848,Bundesliga,Mali,CM,['CDM'],74,113
Sivera,D. Alavés,LALIGA EA SPORTS,Spain,GK,,74,90
Gijs Smal,Feyenoord,Eredivisie,Holland,LM,"['LB', 'LW']",74,54
Juan Soriano,CD Leganés,LALIGA EA SPORTS,Spain,GK,,74,80
Ricardo Esgaio,Sporting CP,Liga Portugal,Portugal,RB,['CB'],74,26
Carl Starfelt,RC Celta,LALIGA EA SPORTS,Sweden,CB,,74,25
Niklas Stark,SV Werder Bremen,Bundesliga,Germany,CB,,74,93
